hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24
0,0,0,0,0,0,0.31,7.65,11.92,16.39,20.86,19.27,16.12,16.36,17.19,11.07,6.47,1.27,0,0,0,0,0,0
0,0,0,0,0,0,0.21,6.31,9.91,13.41,11.68,9.2,7.72,8.73,7.92,5.52,3.17,0.64,0,0,0,0,0,0
0,0,0,0,0,0,0.06,1.65,4.56,8.87,12.5,12.78,16.72,16.83,15.38,15.94,10.79,4.93,0,0,0,0,0,0
0,0,0,0,0,0,0.31,9.4,15.2,17.95,18.4,20.72,18.82,21.13,21.29,17.26,10.91,2.94,0,0,0,0,0,0
0,0,0,0,0,0,0.13,4.65,11.6,17.29,22.42,20.77,20.31,18.26,18.85,16.1,7.83,1.17,0,0,0,0,0,0
0,0,0,0,0,0,0.06,1.6,4.5,9.31,15.76,19.16,16.91,14.7,14.9,13.94,8.9,2.8,0,0,0,0,0,0
0,0,0,0,0,0,0.17,2.47,3.91,6.33,9.8,10.15,11.53,8.6,7.36,6.13,3.04,0.61,0,0,0,0,0,0
0,0,0,0,0,0,0.06,1.62,4.66,10.16,13.48,19.33,20.23,16.72,18.52,12.56,8.6,2.83,0,0,0,0,0,0
0,0,0,0,0,0,0.13,5.1,12.37,14.97,19.81,17.06,19.96,18.74,14.4,11.04,9.89,2.48,0,0,0,0,0,0
0,0,0,0,0,0,0.17,6.33,10.42,10.37,12.07,10.97,10.55,9.25,6.6,5.09,2.27,0.53,0,0,0,0,0,0
0,0,0,0,0,0,0.07,2.88,7.5,11.71,13,13.27,11.52,10.15,6.75,8.52,5.92,2.54,0,0,0,0,0,0
0,0,0,0,0,0,0.08,3.05,7.56,6.13,7.84,9.72,9.24,7.38,9.09,5.8,4.5,1.2,0,0,0,0,0,0
0,0,0,0,0,0,0.22,4.4,3.55,8.63,10.13,15.82,13.38,14.68,13.78,14.28,9.29,2.86,0,0,0,0,0,0
0,0,0,0,0,0,0.28,7.32,12.71,18.38,21.01,21.16,19.48,17.69,18.69,16.95,7.41,1.33,0,0,0,0,0,0
0,0,0,0,0,0,0.03,1.53,4.25,6.67,8.35,11.21,12.84,12.33,10.73,9.2,5.76,1.23,0,0,0,0,0,0
0,0,0,0,0,0,0.47,11.47,16.77,19.09,20.26,20.06,19.56,22.18,21.85,16.39,10.24,2.72,0,0,0,0,0,0
0,0,0,0,0,0,0.1,4.58,11.13,17.59,18.03,23.04,16.55,16.25,16.74,15.97,13.02,5.11,0,0,0,0,0,0
0,0,0,0,0,0,0.44,11.8,19.71,19.47,17.37,21.13,18.99,21.03,15.28,12.04,9.7,2.7,0,0,0,0,0,0
0,0,0,0,0,0,0.25,7.8,15.46,14.74,19.8,17.38,18.3,17.66,17.58,11.36,9.72,2.12,0,0,0,0,0,0
0,0,0,0,0,0,0.04,1.67,4.71,10.45,11.02,15.99,18.39,19.16,18.81,12.28,7.69,0.92,0,0,0,0,0,0
0,0,0,0,0,0,0.31,6.84,10.2,14.54,18.07,17.59,17.04,22.54,20.63,15.73,7.07,0.45,0,0,0,0,0,0
0,0,0,0,0,0,0.04,1.74,3.78,6.97,7.23,10.38,9.99,7.6,8.37,5.13,2.45,0.37,0,0,0,0,0,0
0,0,0,0,0,0,0.29,5.59,4.86,6.02,9,8.4,11.42,10,9.85,6.86,4.04,1,0,0,0,0,0,0
0,0,0,0,0,0,0.04,1.55,4.57,7.36,7.32,8.07,12.08,13.59,16.32,15.37,9.38,3.15,0,0,0,0,0,0
0,0,0,0,0,0,0.29,9.09,17.35,18.4,21.34,21.35,20.47,19.77,16.64,15.55,9.4,1.76,0,0,0,0,0,0
0,0,0,0,0,0,0.19,5.95,11.82,11.04,15.49,17.35,14.7,13.57,14.22,11.54,7.71,2.9,0,0,0,0,0,0
0,0,0,0,0,0,0.14,7.76,15.65,16.98,20.67,18.45,21.86,18.14,16.25,13.33,10.19,1.18,0,0,0,0,0,0
0,0,0,0,0,0,0.42,9.78,15.16,18.26,18.36,16.43,15.48,17.54,12.59,13.37,7.17,1.49,0,0,0,0,0,0
0,0,0,0,0,0,0.23,6.03,12.6,13.49,12.52,17.79,19.51,13.56,13.15,8.86,5.63,0.87,0,0,0,0,0,0
0,0,0,0,0,0,0.36,11.11,20.52,23.17,23.5,20.66,19.08,19.02,12.79,13.16,5.93,0.76,0,0,0,0,0,0
0,0,0,0,0,0,1.39,13.39,21.98,23.49,18.31,14.65,14.88,16.87,13.13,10.25,6.15,0.78,0,0,0,0,0,0
0,0,0,0,0,0,0.23,5.75,8.67,12.79,14.08,20.04,14.73,15.76,11.5,7.97,3.14,0.35,0,0,0,0,0,0
0,0,0,0,0,0,0.26,4.48,7.27,15.67,14.3,14.49,16.98,19.33,18.41,16.6,10.03,2.68,0,0,0,0,0,0
0,0,0,0,0,0,0.52,11.75,16.87,18.4,18.46,20.01,19.22,15.93,17.75,17.18,15.51,4.65,0,0,0,0,0,0
0,0,0,0,0,0,0.17,4.33,8.16,12.41,14.57,18.33,19.92,19.16,15.69,13.39,8.67,1.67,0,0,0,0,0,0
0,0,0,0,0,0,0.25,4.37,8.66,16.22,16.55,19.64,19.67,19.39,16.47,14.94,7.33,0.67,0,0,0,0,0,0
0,0,0,0,0,0,1.06,11.38,16.09,23.16,20.54,15.38,16.22,12.42,11.72,10.55,7.17,1.2,0,0,0,0,0,0
0,0,0,0,0,0,0.13,4.08,6.89,10.54,10.17,10.16,9.51,8.11,6.58,4.58,2.38,0.29,0,0,0,0,0,0
0,0,0,0,0,0,0.11,3.65,9.94,12.46,12.93,14.75,15.76,16.97,15.56,10.62,6.4,0.49,0,0,0,0,0,0
0,0,0,0,0,0,0.24,4.91,7.2,12.51,18.87,23.14,21.38,20.46,19.7,16.8,13.67,4.03,0,0,0,0,0,0
0,0,0,0,0,0,0.25,8.89,17.72,17.96,19.65,17.55,20.68,20.43,16.37,16.71,12.86,3.7,0,0,0,0,0,0
0,0,0,0,0,0,0.61,11.53,17.22,19.87,23.98,21.4,22.29,22.68,22.94,17.53,13.71,2.5,0,0,0,0,0,0
0,0,0,0,0,0,0.44,9.64,18.98,18.96,20.24,20.33,17.81,22.12,14.67,11.42,5.44,0.46,0,0,0,0,0,0
0,0,0,0,0,0,0.41,7.14,10.82,16,15.19,20.1,14.97,13.18,14.39,9.09,5.17,0.38,0,0,0,0,0,0
0,0,0,0,0,0,0.07,1.83,3.98,5.65,9.82,10.53,8.31,8.57,5.65,3.97,2.19,0.16,0,0,0,0,0,0
0,0,0,0,0,0,0.25,4.37,7.99,11.22,11.96,12.96,17.25,16.92,18.84,15.95,8.34,0.73,0,0,0,0,0,0
0,0,0,0,0,0,0.66,13.19,16.79,18.49,24.7,23.78,24.08,26.1,18.56,16.54,10.34,1.59,0,0,0,0,0,0
0,0,0,0,0,0,0.25,9.05,13.26,20.3,18.85,18.63,19.56,20.02,21.86,17.52,8.87,0.59,0,0,0,0,0,0
0,0,0,0,0,0,0.16,2.53,4.83,5.74,9.9,9.82,10.04,7.89,6.76,5.45,2.52,0.29,0,0,0,0,0,0
0,0,0,0,0,0,0.24,3.55,5.07,6.9,8.81,8.5,11.19,13.2,13.67,9.44,4.31,0.24,0,0,0,0,0,0
0,0,0,0,0,0,0.46,11.87,19.17,19.5,23.16,22.26,19.16,18.14,19.09,16.74,9.2,0.4,0,0,0,0,0,0
0,0,0,0,0,0,0.35,10.15,13.01,19.41,20.03,18.75,21.73,18.22,14.73,14.53,8.01,0.65,0,0,0,0,0,0
0,0,0,0,0,0,0.4,7.87,15.98,16.99,16.1,14.66,14.96,12.41,14.26,11.1,7.71,0.39,0,0,0,0,0,0
0,0,0,0,0,0,0.14,3.27,7.29,11.85,12.39,16.75,14.63,16,13.53,12.87,12.84,1.29,0,0,0,0,0,0
0,0,0,0,0,0,0.6,11.16,18.93,17.81,22.61,20.2,21.47,15.32,15.32,9.75,3.98,0.09,0,0,0,0,0,0
